Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
1427;207976500;180991600;197011600;183498700;200981200;181273600;179877700;199135600;176453200;178364900;183001700;177695000;185456400;193159500;182316700;187467000;189062500;181583200;189986000;181125000;180502800;176536900;180239600;181602100;178427300;184049400;187051700;198672700;191620600;188089700;195997100;191733500;185022600;183869300;183634800;177371400;187944400;180736100;177502300;186305700;178626200;183424700;191509500;185554400;184421600;182464300;184402800;190334800;188780300;182924700
1425;293048600;275079200;295984800;298648200;277665300;280816900;271303500;276880600;267376300;292953800;276527000;277461500;276969900;279147300;268559700;268924800;268786800;271229900;272043600;278254700;286744300;294528300;268309600;277644700;270041400;282567600;265840600;275608100;272821600;278387000;278473500;267163900;276010300;264540500;277564700;264850300;273859000;265543600;296181900;278117400;282633000;280655600;277023300;283563300;280391400;299368800;277851200;285577800;293714400;276445500
1423;296019100;275287900;290412400;285351600;275241500;292399700;345698800;324211700;295551700;275701800;279164100;271131800;296267700;281495400;291654000;280450900;295189800;275313000;275032700;283644600;273123800;287548400;280984200;300826100;281967300;274215400;293298100;277902300;277872300;279193900;275614700;283168200;294068100;292185400;283005800;280481600;279064400;275258300;278732800;272044000;292108600;292324300;288383800;278197500;297432900;277285200;276097500;282445100;283671700;287810100
1421;279192900;284667000;270333200;278212200;281922800;280124400;279127500;273763800;307429300;349140700;322954000;277945300;278103700;270943800;271011200;279067600;284232900;280907600;275428500;269228300;272063500;264329000;269446900;263563800;272560300;271465900;293655200;281581400;272699200;273595100;268900800;273994000;267776600;274357900;270739600;273716400;282929500;282623700;280568500;270788200;292802100;268096600;269874500;271594600;292974200;277717600;272373300;276838600;275324500;272440000
1419;274847300;268980500;262927200;273872800;276412800;274081200;266993300;268018400;280209800;275697400;288313200;266914600;294797700;273056600;278849000;274220500;272376200;267903800;267649400;272177800;278541900;280633500;268230500;310949900;340543700;313400000;273716500;279246000;268937900;272189200;277959600;276326400;266260700;272483900;265094900;284734400;262396700;269705200;266974200;288725900;277279900;277574600;277986900;269169200;269865100;266118500;268098500;266083200;282553800;276904500
1417;290201800;273849400;272891700;272478800;269982000;283879300;331256500;324900500;287679500;271248000;281853000;267976400;275071600;279538100;277135900;287605000;289667800;286108900;318261000;292196700;312641400;264181900;272749600;275296500;294647300;263245700;286740300;264494000;272486900;265349200;269996300;273669100;273842600;277545500;286975400;277078000;264934700;268046100;265285900;269603700;267907000;270054300;282309600;265837700;278786800;263128900;281121800;261057700;282662000;268369600
1415;283161700;277072900;284676700;277238200;279876000;291639700;276084400;289686600;267788500;276689700;275226200;279707300;280656400;276812700;279518000;272302000;279340500;278405200;276866400;277725100;285382300;293479800;325120600;312349400;295445600;280334400;290088000;287351300;283458400;285391500;284682400;282776600;264620600;277906800;268704300;294899000;279630400;286611000;271795000;292525000;287529700;270965300;268700200;270109400;269354300;282545000;279205700;273055800;274032500;272278900
1413;232945300;224534100;216586900;224697900;222968800;226770100;227724000;231889400;224683600;221234800;223752600;223021800;230997500;224353500;220007200;231417800;221140100;234297500;219174500;229629700;218354000;222075100;227292700;228934400;242064500;236712100;238765500;225792400;257309300;249763700;223620100;224378900;225398200;226122500;219165200;217553900;220154000;229764200;229548800;227141300;219732100;228177400;216020000;223993100;217574100;221310700;228680400;219223100;227446000;223742100
1411;290375700;270784700;274838200;267558600;261975700;264757000;261394200;261974900;272783900;272339300;267491600;276567500;261092400;271965500;257937000;272421000;259984500;278448800;267147200;281473300;263504700;270631800;263479400;270061000;278358200;265745900;277185200;274881100;275948900;268709600;268156600;264205400;257203800;278381000;269949600;278575900;262789900;276754100;260921800;263942900;257781800;267100500;268367900;266253000;270413400;274953900;270857100;269153000;273124500;262438900
1409;277115900;267968700;265984700;270286800;279403100;285751200;267865100;277941000;262883200;272462100;266178200;272928600;263143700;278521300;276137100;283236700;275130900;277910400;280909400;268962300;298149300;262915900;276095100;291114400;281115300;288560600;272549000;276898700;275260900;282073700;270055200;282938200;274167900;279335700;269122100;271961600;264025000;265867400;287379600;278706000;276730500;266513400;293539200;270011500;272959400;268504700;261136500;268436200;265011800;284266100
1407;277214700;270050400;270550700;261198300;260186200;265723300;262648100;265843700;265595700;272392300;269762200;289494000;268086400;258137600;271725200;264659400;264525500;265132400;273961000;270805400;263326300;274420900;271614000;277770700;268756800;278334900;265849300;273522700;270580200;268177000;279902200;267531500;275807300;270548500;283807200;263755800;270402900;265505100;266166100;259695100;270726600;259146500;268689800;265732300;276839100;276719000;266825100;275350400;276918500;262884300
1405;277954300;266396100;265549400;271977200;284097100;267267000;282536200;278351700;269514900;266035800;268271100;265578100;275005000;280609300;294753100;279969600;268018700;277045900;259696800;266954800;261110800;267479500;271586500;279783000;265511600;279156800;275917700;277499500;274820700;273185700;292651600;279619900;282134400;269392900;272613200;279654400;259377900;282777100;277258900;273347400;267928000;287751900;266534600;263644100;261887500;263100200;266608800;262200800;287019700;264443700
1403;284965600;264835700;275172300;274761700;269731300;261174800;270304900;269496000;283204600;275174400;268384200;273345700;263296600;267382600;264381700;265151100;267252700;278280200;275901500;271408600;275477200;268151800;270545100;261008300;272341200;263174900;273934700;283107500;274641000;265932300;269282400;268479000;273164000;285974900;263676800;284855600;270439400;278119200;269016300;275537100;266883200;272510600;263017900;283778000;278012000;265364100;275842100;276000600;265838900;267250500
1401;279871900;265666500;266026200;283954800;264468900;282634400;265979900;272321500;267996600;267893200;263516500;270744200;269400400;277769200;273038600;264326800;272231500;262443300;268698000;263152700;267587600;265260300;295983500;282853400;283818100;284681700;280894800;280966300;273892000;280382000;275211000;275584900;272353000;274539100;271594800;269525600;270739300;270787900;284277200;265845000;282617400;276628000;303458600;310533500;309900600;284237600;272023600;296291500;266390400;277214000
1399;284152900;264573200;260649800;261489100;260301300;263102300;263356500;266559000;273016500;265845100;266414800;262040400;260577600;264081400;261921500;265497400;263518900;267824000;277721000;285845600;265514100;264507700;261803400;266672900;259652000;264116600;267377300;270524900;262231300;267380700;270093300;272395300;287653400;259678400;280425800;263727600;267135300;268358800;271075500;263659000;278197000;257022600;280866800;281583000;269877300;277318200;304198400;261078800;261599000;262579700
1397;271815800;259956600;271344800;268671300;278478500;261314600;277333700;258099500;267191200;258864000;265319500;257865700;262537600;269073500;280360600;267421800;281282200;273326500;261167100;263237300;262003300;263825200;268523600;269768900;272718300;269747900;266022400;265161300;264084500;260801100;275893300;273029900;270783500;268361700;266555600;266481600;270976500;271871000;269110700;273431400;273820400;266995500;273435700;265780100;265053900;261378500;256962600;276689000;265768700;276588400
1395;272246500;278451000;256513900;261263400;255988700;262121000;261271200;260533800;262881000;272449900;266093500;268318300;273108600;271247600;259629100;259098200;257157400;263102800;261598700;277937700;264598600;270442900;259070100;261757000;256980000;262385900;252625800;263586500;266213200;272336500;264768500;273844600;261725200;266609800;265175200;286827700;273473800;280648900;262864100;267246700;260278200;261235700;259427500;264852000;281927500;264586700;281723100;271877500;264693100;263522000
1393;279161700;262394900;254558000;263281300;263968200;276428500;261183900;270389000;259953100;273740900;257308400;260918900;256002500;267514800;270231000;273922900;263582100;266836000;265900300;260843400;260442300;261434000;259462800;267921300;267448900;270818300;264869500;263624300;260452100;258316900;263124800;265088800;274016000;276649700;268000400;271164300;260714500;273009700;261842600;276410100;254981500;283086500;260246100;272508300;258481100;264099100;261524700;262849400;266343800;284878500
1391;227173700;211601800;199395100;211380900;209110700;206668000;213012700;198276400;203625900;200513200;211702200;200777600;204655200;209386900;207243300;206907800;204129900;213729900;196537100;202842400;205761600;200312800;204510800;200679100;206938400;209614000;209548600;214051800;204311800;226385400;197514300;199023400;216196700;200055200;203414100;198563600;198220900;208983000;206913100;207999400;209457500;203851300;215861900;200315800;205786100;201480400;201040700;204739500;199018200;206496900
1389;192387800;181725800;184742600;180469100;180871000;179467800;177428300;188932500;186636000;175524000;186454700;177259600;181554700;182248400;184243100;182616500;172671000;180037000;182776500;175736700;175306000;179794700;173423600;174955500;182730200;186588500;195940100;175499600;173637700;192734500;178590700;170067300;177195000;171245300;172036400;179074000;175273400;174513200;182030300;171968600;178730500;182938500;178283800;182570700;180500500;175565500;179805000;177355000;174830800;188874800
1387;272867100;257315400;259629100;274163400;265042600;257683000;262316300;253283000;266255900;257199500;265604300;256710000;265820000;270166500;275827100;253949700;272378300;257055100;289656000;253834300;269507600;254308800;273014900;276404300;272957200;268049000;258941000;260786300;262702000;271742800;256825100;261778500;267727500;283671300;306559400;316033300;257868600;252330900;265782100;264341500;274873400;260441100;268019900;259624200;256349100;257566700;266102100;257538600;264597500;283038400
1385;281741500;272596900;258128900;263504700;257426000;264208200;259243800;268469200;270704900;272855900;259807100;273497800;265059100;263815600;264093600;262597400;260308900;269476400;277499200;280190600;267565900;273123800;270937300;271667600;272500700;267721100;314062400;288694100;263305000;276761200;260037600;267503800;255797500;273904000;268022900;273318800;264741700;273253400;262745800;260691700;261916900;263072600;269976200;275059600;277159000;269726200;279663300;270565100;265003100;259029200
